Printing from thread 0
   ID   |  i |  j |  k ||    x    |    y    |    z
     64 |  4 |  2 |  0 || 0.13793 | 0.06897 | 0.00000 
     65 |  5 |  2 |  0 || 0.17241 | 0.06897 | 0.00000 
     66 |  6 |  2 |  0 || 0.20690 | 0.06897 | 0.00000 
     67 |  7 |  2 |  0 || 0.24138 | 0.06897 | 0.00000 
     68 |  8 |  2 |  0 || 0.27586 | 0.06897 | 0.00000 
     69 |  9 |  2 |  0 || 0.31034 | 0.06897 | 0.00000 
     70 | 10 |  2 |  0 || 0.34483 | 0.06897 | 0.00000 
     71 | 11 |  2 |  0 || 0.37931 | 0.06897 | 0.00000 
     72 | 12 |  2 |  0 || 0.41379 | 0.06897 | 0.00000 
     73 | 13 |  2 |  0 || 0.44828 | 0.06897 | 0.00000 
     74 | 14 |  2 |  0 || 0.48276 | 0.06897 | 0.00000 
     75 | 15 |  2 |  0 || 0.51724 | 0.06897 | 0.00000 
     76 | 16 |  2 |  0 || 0.55172 | 0.06897 | 0.00000 
     77 | 17 |  2 |  0 || 0.58621 | 0.06897 | 0.00000 
     78 | 18 |  2 |  0 || 0.62069 | 0.06897 | 0.00000 
     79 | 19 |  2 |  0 || 0.65517 | 0.06897 | 0.00000 
     80 | 20 |  2 |  0 || 0.68966 | 0.06897 | 0.00000 
     81 | 21 |  2 |  0 || 0.72414 | 0.06897 | 0.00000 
     82 | 22 |  2 |  0 || 0.75862 | 0.06897 | 0.00000 
     83 | 23 |  2 |  0 || 0.79310 | 0.06897 | 0.00000 
     84 | 24 |  2 |  0 || 0.82759 | 0.06897 | 0.00000 
     85 | 25 |  2 |  0 || 0.86207 | 0.06897 | 0.00000 
     86 | 26 |  2 |  0 || 0.89655 | 0.06897 | 0.00000 
     87 | 27 |  2 |  0 || 0.93103 | 0.06897 | 0.00000 
     88 | 28 |  2 |  0 || 0.96552 | 0.06897 | 0.00000 
     89 | 29 |  2 |  0 || 1.00000 | 0.06897 | 0.00000 
     90 |  0 |  3 |  0 || 0.00000 | 0.10345 | 0.00000 
     91 |  1 |  3 |  0 || 0.03448 | 0.10345 | 0.00000 
     92 |  2 |  3 |  0 || 0.06897 | 0.10345 | 0.00000 
     93 |  3 |  3 |  0 || 0.10345 | 0.10345 | 0.00000 
     94 |  4 |  3 |  0 || 0.13793 | 0.10345 | 0.00000 
     95 |  5 |  3 |  0 || 0.17241 | 0.10345 | 0.00000 
     96 |  6 |  3 |  0 || 0.20690 | 0.10345 | 0.00000 
     97 |  7 |  3 |  0 || 0.24138 | 0.10345 | 0.00000 
     98 |  8 |  3 |  0 || 0.27586 | 0.10345 | 0.00000 
     99 |  9 |  3 |  0 || 0.31034 | 0.10345 | 0.00000 
    100 | 10 |  3 |  0 || 0.34483 | 0.10345 | 0.00000 
    101 | 11 |  3 |  0 || 0.37931 | 0.10345 | 0.00000 
    102 | 12 |  3 |  0 || 0.41379 | 0.10345 | 0.00000 
    103 | 13 |  3 |  0 || 0.44828 | 0.10345 | 0.00000 
    104 | 14 |  3 |  0 || 0.48276 | 0.10345 | 0.00000 
    105 | 15 |  3 |  0 || 0.51724 | 0.10345 | 0.00000 
    106 | 16 |  3 |  0 || 0.55172 | 0.10345 | 0.00000 
    107 | 17 |  3 |  0 || 0.58621 | 0.10345 | 0.00000 
    108 | 18 |  3 |  0 || 0.62069 | 0.10345 | 0.00000 
    109 | 19 |  3 |  0 || 0.65517 | 0.10345 | 0.00000 
    110 | 20 |  3 |  0 || 0.68966 | 0.10345 | 0.00000 
    111 | 21 |  3 |  0 || 0.72414 | 0.10345 | 0.00000 
    112 | 22 |  3 |  0 || 0.75862 | 0.10345 | 0.00000 
    113 | 23 |  3 |  0 || 0.79310 | 0.10345 | 0.00000 
    114 | 24 |  3 |  0 || 0.82759 | 0.10345 | 0.00000 
    115 | 25 |  3 |  0 || 0.86207 | 0.10345 | 0.00000 
    116 | 26 |  3 |  0 || 0.89655 | 0.10345 | 0.00000 
    117 | 27 |  3 |  0 || 0.93103 | 0.10345 | 0.00000 
    118 | 28 |  3 |  0 || 0.96552 | 0.10345 | 0.00000 
    119 | 29 |  3 |  0 || 1.00000 | 0.10345 | 0.00000 
    120 |  0 |  4 |  0 || 0.00000 | 0.13793 | 0.00000 
    121 |  1 |  4 |  0 || 0.03448 | 0.13793 | 0.00000 
    122 |  2 |  4 |  0 || 0.06897 | 0.13793 | 0.00000 
    123 |  3 |  4 |  0 || 0.10345 | 0.13793 | 0.00000 
    124 |  4 |  4 |  0 || 0.13793 | 0.13793 | 0.00000 
    125 |  5 |  4 |  0 || 0.17241 | 0.13793 | 0.00000 
    126 |  6 |  4 |  0 || 0.20690 | 0.13793 | 0.00000 
    127 |  7 |  4 |  0 || 0.24138 | 0.13793 | 0.00000 
    128 |  8 |  4 |  0 || 0.27586 | 0.13793 | 0.00000 
    129 |  9 |  4 |  0 || 0.31034 | 0.13793 | 0.00000 
    130 | 10 |  4 |  0 || 0.34483 | 0.13793 | 0.00000 
    131 | 11 |  4 |  0 || 0.37931 | 0.13793 | 0.00000 
    132 | 12 |  4 |  0 || 0.41379 | 0.13793 | 0.00000 
    133 | 13 |  4 |  0 || 0.44828 | 0.13793 | 0.00000 
    134 | 14 |  4 |  0 || 0.48276 | 0.13793 | 0.00000 
    135 | 15 |  4 |  0 || 0.51724 | 0.13793 | 0.00000 
    136 | 16 |  4 |  0 || 0.55172 | 0.13793 | 0.00000 
    137 | 17 |  4 |  0 || 0.58621 | 0.13793 | 0.00000 
    138 | 18 |  4 |  0 || 0.62069 | 0.13793 | 0.00000 
    139 | 19 |  4 |  0 || 0.65517 | 0.13793 | 0.00000 
    140 | 20 |  4 |  0 || 0.68966 | 0.13793 | 0.00000 
    141 | 21 |  4 |  0 || 0.72414 | 0.13793 | 0.00000 
    142 | 22 |  4 |  0 || 0.75862 | 0.13793 | 0.00000 
    143 | 23 |  4 |  0 || 0.79310 | 0.13793 | 0.00000 
    144 | 24 |  4 |  0 || 0.82759 | 0.13793 | 0.00000 
    145 | 25 |  4 |  0 || 0.86207 | 0.13793 | 0.00000 
    146 | 26 |  4 |  0 || 0.89655 | 0.13793 | 0.00000 
    147 | 27 |  4 |  0 || 0.93103 | 0.13793 | 0.00000 
    148 | 28 |  4 |  0 || 0.96552 | 0.13793 | 0.00000 
    149 | 29 |  4 |  0 || 1.00000 | 0.13793 | 0.00000 
    150 |  0 |  5 |  0 || 0.00000 | 0.17241 | 0.00000 
    151 |  1 |  5 |  0 || 0.03448 | 0.17241 | 0.00000 
    152 |  2 |  5 |  0 || 0.06897 | 0.17241 | 0.00000 
    153 |  3 |  5 |  0 || 0.10345 | 0.17241 | 0.00000 
    154 |  4 |  5 |  0 || 0.13793 | 0.17241 | 0.00000 
    155 |  5 |  5 |  0 || 0.17241 | 0.17241 | 0.00000 
    156 |  6 |  5 |  0 || 0.20690 | 0.17241 | 0.00000 
    157 |  7 |  5 |  0 || 0.24138 | 0.17241 | 0.00000 
    158 |  8 |  5 |  0 || 0.27586 | 0.17241 | 0.00000 
    159 |  9 |  5 |  0 || 0.31034 | 0.17241 | 0.00000 
    160 | 10 |  5 |  0 || 0.34483 | 0.17241 | 0.00000 
    161 | 11 |  5 |  0 || 0.37931 | 0.17241 | 0.00000 
    162 | 12 |  5 |  0 || 0.41379 | 0.17241 | 0.00000 
    163 | 13 |  5 |  0 || 0.44828 | 0.17241 | 0.00000 
    164 | 14 |  5 |  0 || 0.48276 | 0.17241 | 0.00000 
    165 | 15 |  5 |  0 || 0.51724 | 0.17241 | 0.00000 
    166 | 16 |  5 |  0 || 0.55172 | 0.17241 | 0.00000 
    167 | 17 |  5 |  0 || 0.58621 | 0.17241 | 0.00000 
    168 | 18 |  5 |  0 || 0.62069 | 0.17241 | 0.00000 
    169 | 19 |  5 |  0 || 0.65517 | 0.17241 | 0.00000 
    170 | 20 |  5 |  0 || 0.68966 | 0.17241 | 0.00000 
    171 | 21 |  5 |  0 || 0.72414 | 0.17241 | 0.00000 
    172 | 22 |  5 |  0 || 0.75862 | 0.17241 | 0.00000 
    173 | 23 |  5 |  0 || 0.79310 | 0.17241 | 0.00000 
    174 | 24 |  5 |  0 || 0.82759 | 0.17241 | 0.00000 
    175 | 25 |  5 |  0 || 0.86207 | 0.17241 | 0.00000 
    176 | 26 |  5 |  0 || 0.89655 | 0.17241 | 0.00000 
    177 | 27 |  5 |  0 || 0.93103 | 0.17241 | 0.00000 
    178 | 28 |  5 |  0 || 0.96552 | 0.17241 | 0.00000 
    179 | 29 |  5 |  0 || 1.00000 | 0.17241 | 0.00000 
    180 |  0 |  6 |  0 || 0.00000 | 0.20690 | 0.00000 
    181 |  1 |  6 |  0 || 0.03448 | 0.20690 | 0.00000 
    182 |  2 |  6 |  0 || 0.06897 | 0.20690 | 0.00000 
    183 |  3 |  6 |  0 || 0.10345 | 0.20690 | 0.00000 
    184 |  4 |  6 |  0 || 0.13793 | 0.20690 | 0.00000 
    185 |  5 |  6 |  0 || 0.17241 | 0.20690 | 0.00000 
    186 |  6 |  6 |  0 || 0.20690 | 0.20690 | 0.00000 
    187 |  7 |  6 |  0 || 0.24138 | 0.20690 | 0.00000 
    188 |  8 |  6 |  0 || 0.27586 | 0.20690 | 0.00000 
    189 |  9 |  6 |  0 || 0.31034 | 0.20690 | 0.00000 
    190 | 10 |  6 |  0 || 0.34483 | 0.20690 | 0.00000 
    191 | 11 |  6 |  0 || 0.37931 | 0.20690 | 0.00000 
    192 | 12 |  6 |  0 || 0.41379 | 0.20690 | 0.00000 
    193 | 13 |  6 |  0 || 0.44828 | 0.20690 | 0.00000 
    194 | 14 |  6 |  0 || 0.48276 | 0.20690 | 0.00000 
    195 | 15 |  6 |  0 || 0.51724 | 0.20690 | 0.00000 
    196 | 16 |  6 |  0 || 0.55172 | 0.20690 | 0.00000 
    197 | 17 |  6 |  0 || 0.58621 | 0.20690 | 0.00000 
    198 | 18 |  6 |  0 || 0.62069 | 0.20690 | 0.00000 
    199 | 19 |  6 |  0 || 0.65517 | 0.20690 | 0.00000 
    200 | 20 |  6 |  0 || 0.68966 | 0.20690 | 0.00000 
    201 | 21 |  6 |  0 || 0.72414 | 0.20690 | 0.00000 
    202 | 22 |  6 |  0 || 0.75862 | 0.20690 | 0.00000 
    203 | 23 |  6 |  0 || 0.79310 | 0.20690 | 0.00000 
    204 | 24 |  6 |  0 || 0.82759 | 0.20690 | 0.00000 
    205 | 25 |  6 |  0 || 0.86207 | 0.20690 | 0.00000 
    206 | 26 |  6 |  0 || 0.89655 | 0.20690 | 0.00000 
    207 | 27 |  6 |  0 || 0.93103 | 0.20690 | 0.00000 
    208 | 28 |  6 |  0 || 0.96552 | 0.20690 | 0.00000 
    209 | 29 |  6 |  0 || 1.00000 | 0.20690 | 0.00000 
    210 |  0 |  7 |  0 || 0.00000 | 0.24138 | 0.00000 
    211 |  1 |  7 |  0 || 0.03448 | 0.24138 | 0.00000 
    212 |  2 |  7 |  0 || 0.06897 | 0.24138 | 0.00000 
    213 |  3 |  7 |  0 || 0.10345 | 0.24138 | 0.00000 
    214 |  4 |  7 |  0 || 0.13793 | 0.24138 | 0.00000 
    215 |  5 |  7 |  0 || 0.17241 | 0.24138 | 0.00000 
    216 |  6 |  7 |  0 || 0.20690 | 0.24138 | 0.00000 
    217 |  7 |  7 |  0 || 0.24138 | 0.24138 | 0.00000 
    218 |  8 |  7 |  0 || 0.27586 | 0.24138 | 0.00000 
    219 |  9 |  7 |  0 || 0.31034 | 0.24138 | 0.00000 
    220 | 10 |  7 |  0 || 0.34483 | 0.24138 | 0.00000 
    221 | 11 |  7 |  0 || 0.37931 | 0.24138 | 0.00000 
    222 | 12 |  7 |  0 || 0.41379 | 0.24138 | 0.00000 
    223 | 13 |  7 |  0 || 0.44828 | 0.24138 | 0.00000 
    224 | 14 |  7 |  0 || 0.48276 | 0.24138 | 0.00000 
    225 | 15 |  7 |  0 || 0.51724 | 0.24138 | 0.00000 
    226 | 16 |  7 |  0 || 0.55172 | 0.24138 | 0.00000 
    227 | 17 |  7 |  0 || 0.58621 | 0.24138 | 0.00000 
    228 | 18 |  7 |  0 || 0.62069 | 0.24138 | 0.00000 
    229 | 19 |  7 |  0 || 0.65517 | 0.24138 | 0.00000 
    230 | 20 |  7 |  0 || 0.68966 | 0.24138 | 0.00000 
    231 | 21 |  7 |  0 || 0.72414 | 0.24138 | 0.00000 
    232 | 22 |  7 |  0 || 0.75862 | 0.24138 | 0.00000 
    233 | 23 |  7 |  0 || 0.79310 | 0.24138 | 0.00000 
    234 | 24 |  7 |  0 || 0.82759 | 0.24138 | 0.00000 
    235 | 25 |  7 |  0 || 0.86207 | 0.24138 | 0.00000 
    236 | 26 |  7 |  0 || 0.89655 | 0.24138 | 0.00000 
    237 | 27 |  7 |  0 || 0.93103 | 0.24138 | 0.00000 
    238 | 28 |  7 |  0 || 0.96552 | 0.24138 | 0.00000 
    239 | 29 |  7 |  0 || 1.00000 | 0.24138 | 0.00000 
    240 |  0 |  8 |  0 || 0.00000 | 0.27586 | 0.00000 
    241 |  1 |  8 |  0 || 0.03448 | 0.27586 | 0.00000 
    242 |  2 |  8 |  0 || 0.06897 | 0.27586 | 0.00000 
    243 |  3 |  8 |  0 || 0.10345 | 0.27586 | 0.00000 
    244 |  4 |  8 |  0 || 0.13793 | 0.27586 | 0.00000 
    245 |  5 |  8 |  0 || 0.17241 | 0.27586 | 0.00000 
    246 |  6 |  8 |  0 || 0.20690 | 0.27586 | 0.00000 
    247 |  7 |  8 |  0 || 0.24138 | 0.27586 | 0.00000 
    248 |  8 |  8 |  0 || 0.27586 | 0.27586 | 0.00000 
    249 |  9 |  8 |  0 || 0.31034 | 0.27586 | 0.00000 
    250 | 10 |  8 |  0 || 0.34483 | 0.27586 | 0.00000 
    251 | 11 |  8 |  0 || 0.37931 | 0.27586 | 0.00000 
    252 | 12 |  8 |  0 || 0.41379 | 0.27586 | 0.00000 
    253 | 13 |  8 |  0 || 0.44828 | 0.27586 | 0.00000 
    254 | 14 |  8 |  0 || 0.48276 | 0.27586 | 0.00000 
    255 | 15 |  8 |  0 || 0.51724 | 0.27586 | 0.00000 
    256 | 16 |  8 |  0 || 0.55172 | 0.27586 | 0.00000 
    257 | 17 |  8 |  0 || 0.58621 | 0.27586 | 0.00000 
    258 | 18 |  8 |  0 || 0.62069 | 0.27586 | 0.00000 
    259 | 19 |  8 |  0 || 0.65517 | 0.27586 | 0.00000 
    260 | 20 |  8 |  0 || 0.68966 | 0.27586 | 0.00000 
    261 | 21 |  8 |  0 || 0.72414 | 0.27586 | 0.00000 
    262 | 22 |  8 |  0 || 0.75862 | 0.27586 | 0.00000 
    263 | 23 |  8 |  0 || 0.79310 | 0.27586 | 0.00000 
    264 | 24 |  8 |  0 || 0.82759 | 0.27586 | 0.00000 
    265 | 25 |  8 |  0 || 0.86207 | 0.27586 | 0.00000 
    266 | 26 |  8 |  0 || 0.89655 | 0.27586 | 0.00000 
    267 | 27 |  8 |  0 || 0.93103 | 0.27586 | 0.00000 
    268 | 28 |  8 |  0 || 0.96552 | 0.27586 | 0.00000 
    269 | 29 |  8 |  0 || 1.00000 | 0.27586 | 0.00000 
    270 |  0 |  9 |  0 || 0.00000 | 0.31034 | 0.00000 
    271 |  1 |  9 |  0 || 0.03448 | 0.31034 | 0.00000 
    272 |  2 |  9 |  0 || 0.06897 | 0.31034 | 0.00000 
    273 |  3 |  9 |  0 || 0.10345 | 0.31034 | 0.00000 
    274 |  4 |  9 |  0 || 0.13793 | 0.31034 | 0.00000 
    275 |  5 |  9 |  0 || 0.17241 | 0.31034 | 0.00000 
    276 |  6 |  9 |  0 || 0.20690 | 0.31034 | 0.00000 
    277 |  7 |  9 |  0 || 0.24138 | 0.31034 | 0.00000 
    278 |  8 |  9 |  0 || 0.27586 | 0.31034 | 0.00000 
    279 |  9 |  9 |  0 || 0.31034 | 0.31034 | 0.00000 
    280 | 10 |  9 |  0 || 0.34483 | 0.31034 | 0.00000 
    281 | 11 |  9 |  0 || 0.37931 | 0.31034 | 0.00000 
    282 | 12 |  9 |  0 || 0.41379 | 0.31034 | 0.00000 
    283 | 13 |  9 |  0 || 0.44828 | 0.31034 | 0.00000 
    284 | 14 |  9 |  0 || 0.48276 | 0.31034 | 0.00000 
    285 | 15 |  9 |  0 || 0.51724 | 0.31034 | 0.00000 
    286 | 16 |  9 |  0 || 0.55172 | 0.31034 | 0.00000 
    287 | 17 |  9 |  0 || 0.58621 | 0.31034 | 0.00000 
    288 | 18 |  9 |  0 || 0.62069 | 0.31034 | 0.00000 
    289 | 19 |  9 |  0 || 0.65517 | 0.31034 | 0.00000 
    290 | 20 |  9 |  0 || 0.68966 | 0.31034 | 0.00000 
    291 | 21 |  9 |  0 || 0.72414 | 0.31034 | 0.00000 
    292 | 22 |  9 |  0 || 0.75862 | 0.31034 | 0.00000 
    293 | 23 |  9 |  0 || 0.79310 | 0.31034 | 0.00000 
    294 | 24 |  9 |  0 || 0.82759 | 0.31034 | 0.00000 
    295 | 25 |  9 |  0 || 0.86207 | 0.31034 | 0.00000 
    296 | 26 |  9 |  0 || 0.89655 | 0.31034 | 0.00000 
    297 | 27 |  9 |  0 || 0.93103 | 0.31034 | 0.00000 
    298 | 28 |  9 |  0 || 0.96552 | 0.31034 | 0.00000 
    299 | 29 |  9 |  0 || 1.00000 | 0.31034 | 0.00000 
    300 |  0 | 10 |  0 || 0.00000 | 0.34483 | 0.00000 
    301 |  1 | 10 |  0 || 0.03448 | 0.34483 | 0.00000 
    302 |  2 | 10 |  0 || 0.06897 | 0.34483 | 0.00000 
    303 |  3 | 10 |  0 || 0.10345 | 0.34483 | 0.00000 
    304 |  4 | 10 |  0 || 0.13793 | 0.34483 | 0.00000 
    305 |  5 | 10 |  0 || 0.17241 | 0.34483 | 0.00000 
    306 |  6 | 10 |  0 || 0.20690 | 0.34483 | 0.00000 
    307 |  7 | 10 |  0 || 0.24138 | 0.34483 | 0.00000 
    308 |  8 | 10 |  0 || 0.27586 | 0.34483 | 0.00000 
    309 |  9 | 10 |  0 || 0.31034 | 0.34483 | 0.00000 
    310 | 10 | 10 |  0 || 0.34483 | 0.34483 | 0.00000 
    311 | 11 | 10 |  0 || 0.37931 | 0.34483 | 0.00000 
    312 | 12 | 10 |  0 || 0.41379 | 0.34483 | 0.00000 
    313 | 13 | 10 |  0 || 0.44828 | 0.34483 | 0.00000 
    314 | 14 | 10 |  0 || 0.48276 | 0.34483 | 0.00000 
    315 | 15 | 10 |  0 || 0.51724 | 0.34483 | 0.00000 
    316 | 16 | 10 |  0 || 0.55172 | 0.34483 | 0.00000 
    317 | 17 | 10 |  0 || 0.58621 | 0.34483 | 0.00000 
    318 | 18 | 10 |  0 || 0.62069 | 0.34483 | 0.00000 
    319 | 19 | 10 |  0 || 0.65517 | 0.34483 | 0.00000 
    320 | 20 | 10 |  0 || 0.68966 | 0.34483 | 0.00000 
    321 | 21 | 10 |  0 || 0.72414 | 0.34483 | 0.00000 
    322 | 22 | 10 |  0 || 0.75862 | 0.34483 | 0.00000 
    323 | 23 | 10 |  0 || 0.79310 | 0.34483 | 0.00000 
    324 | 24 | 10 |  0 || 0.82759 | 0.34483 | 0.00000 
    325 | 25 | 10 |  0 || 0.86207 | 0.34483 | 0.00000 
    326 | 26 | 10 |  0 || 0.89655 | 0.34483 | 0.00000 
    327 | 27 | 10 |  0 || 0.93103 | 0.34483 | 0.00000 
    328 | 28 | 10 |  0 || 0.96552 | 0.34483 | 0.00000 
    329 | 29 | 10 |  0 || 1.00000 | 0.34483 | 0.00000 
    330 |  0 | 11 |  0 || 0.00000 | 0.37931 | 0.00000 
    331 |  1 | 11 |  0 || 0.03448 | 0.37931 | 0.00000 
    332 |  2 | 11 |  0 || 0.06897 | 0.37931 | 0.00000 
    333 |  3 | 11 |  0 || 0.10345 | 0.37931 | 0.00000 
    334 |  4 | 11 |  0 || 0.13793 | 0.37931 | 0.00000 
    335 |  5 | 11 |  0 || 0.17241 | 0.37931 | 0.00000 
    336 |  6 | 11 |  0 || 0.20690 | 0.37931 | 0.00000 
    337 |  7 | 11 |  0 || 0.24138 | 0.37931 | 0.00000 
    338 |  8 | 11 |  0 || 0.27586 | 0.37931 | 0.00000 
    339 |  9 | 11 |  0 || 0.31034 | 0.37931 | 0.00000 
    340 | 10 | 11 |  0 || 0.34483 | 0.37931 | 0.00000 
    341 | 11 | 11 |  0 || 0.37931 | 0.37931 | 0.00000 
    342 | 12 | 11 |  0 || 0.41379 | 0.37931 | 0.00000 
    343 | 13 | 11 |  0 || 0.44828 | 0.37931 | 0.00000 
    344 | 14 | 11 |  0 || 0.48276 | 0.37931 | 0.00000 
    345 | 15 | 11 |  0 || 0.51724 | 0.37931 | 0.00000 
    346 | 16 | 11 |  0 || 0.55172 | 0.37931 | 0.00000 
    347 | 17 | 11 |  0 || 0.58621 | 0.37931 | 0.00000 
    348 | 18 | 11 |  0 || 0.62069 | 0.37931 | 0.00000 
    349 | 19 | 11 |  0 || 0.65517 | 0.37931 | 0.00000 
    350 | 20 | 11 |  0 || 0.68966 | 0.37931 | 0.00000 
    351 | 21 | 11 |  0 || 0.72414 | 0.37931 | 0.00000 
    352 | 22 | 11 |  0 || 0.75862 | 0.37931 | 0.00000 
    353 | 23 | 11 |  0 || 0.79310 | 0.37931 | 0.00000 
    354 | 24 | 11 |  0 || 0.82759 | 0.37931 | 0.00000 
    355 | 25 | 11 |  0 || 0.86207 | 0.37931 | 0.00000 
    356 | 26 | 11 |  0 || 0.89655 | 0.37931 | 0.00000 
    357 | 27 | 11 |  0 || 0.93103 | 0.37931 | 0.00000 
    358 | 28 | 11 |  0 || 0.96552 | 0.37931 | 0.00000 
    359 | 29 | 11 |  0 || 1.00000 | 0.37931 | 0.00000 
    360 |  0 | 12 |  0 || 0.00000 | 0.41379 | 0.00000 
    361 |  1 | 12 |  0 || 0.03448 | 0.41379 | 0.00000 
    362 |  2 | 12 |  0 || 0.06897 | 0.41379 | 0.00000 
    363 |  3 | 12 |  0 || 0.10345 | 0.41379 | 0.00000 
    364 |  4 | 12 |  0 || 0.13793 | 0.41379 | 0.00000 
    365 |  5 | 12 |  0 || 0.17241 | 0.41379 | 0.00000 
    366 |  6 | 12 |  0 || 0.20690 | 0.41379 | 0.00000 
    367 |  7 | 12 |  0 || 0.24138 | 0.41379 | 0.00000 
    368 |  8 | 12 |  0 || 0.27586 | 0.41379 | 0.00000 
    369 |  9 | 12 |  0 || 0.31034 | 0.41379 | 0.00000 
    370 | 10 | 12 |  0 || 0.34483 | 0.41379 | 0.00000 
    371 | 11 | 12 |  0 || 0.37931 | 0.41379 | 0.00000 
    372 | 12 | 12 |  0 || 0.41379 | 0.41379 | 0.00000 
    373 | 13 | 12 |  0 || 0.44828 | 0.41379 | 0.00000 
    374 | 14 | 12 |  0 || 0.48276 | 0.41379 | 0.00000 
    375 | 15 | 12 |  0 || 0.51724 | 0.41379 | 0.00000 
