Printing from thread 1
   ID   |  i |  j |  k ||    x    |    y    |    z
  13546 | 16 |  1 | 15 || 0.55172 | 0.03448 | 0.51724 
  13547 | 17 |  1 | 15 || 0.58621 | 0.03448 | 0.51724 
  13548 | 18 |  1 | 15 || 0.62069 | 0.03448 | 0.51724 
  13549 | 19 |  1 | 15 || 0.65517 | 0.03448 | 0.51724 
  13550 | 20 |  1 | 15 || 0.68966 | 0.03448 | 0.51724 
  13551 | 21 |  1 | 15 || 0.72414 | 0.03448 | 0.51724 
  13552 | 22 |  1 | 15 || 0.75862 | 0.03448 | 0.51724 
  13553 | 23 |  1 | 15 || 0.79310 | 0.03448 | 0.51724 
  13554 | 24 |  1 | 15 || 0.82759 | 0.03448 | 0.51724 
  13555 | 25 |  1 | 15 || 0.86207 | 0.03448 | 0.51724 
  13556 | 26 |  1 | 15 || 0.89655 | 0.03448 | 0.51724 
  13557 | 27 |  1 | 15 || 0.93103 | 0.03448 | 0.51724 
  13558 | 28 |  1 | 15 || 0.96552 | 0.03448 | 0.51724 
  13559 | 29 |  1 | 15 || 1.00000 | 0.03448 | 0.51724 
  13560 |  0 |  2 | 15 || 0.00000 | 0.06897 | 0.51724 
  13561 |  1 |  2 | 15 || 0.03448 | 0.06897 | 0.51724 
  13562 |  2 |  2 | 15 || 0.06897 | 0.06897 | 0.51724 
  13563 |  3 |  2 | 15 || 0.10345 | 0.06897 | 0.51724 
  13564 |  4 |  2 | 15 || 0.13793 | 0.06897 | 0.51724 
  13565 |  5 |  2 | 15 || 0.17241 | 0.06897 | 0.51724 
  13566 |  6 |  2 | 15 || 0.20690 | 0.06897 | 0.51724 
  13567 |  7 |  2 | 15 || 0.24138 | 0.06897 | 0.51724 
  13568 |  8 |  2 | 15 || 0.27586 | 0.06897 | 0.51724 
  13569 |  9 |  2 | 15 || 0.31034 | 0.06897 | 0.51724 
  13570 | 10 |  2 | 15 || 0.34483 | 0.06897 | 0.51724 
  13571 | 11 |  2 | 15 || 0.37931 | 0.06897 | 0.51724 
  13572 | 12 |  2 | 15 || 0.41379 | 0.06897 | 0.51724 
  13573 | 13 |  2 | 15 || 0.44828 | 0.06897 | 0.51724 
  13574 | 14 |  2 | 15 || 0.48276 | 0.06897 | 0.51724 
  13575 | 15 |  2 | 15 || 0.51724 | 0.06897 | 0.51724 
  13576 | 16 |  2 | 15 || 0.55172 | 0.06897 | 0.51724 
  13577 | 17 |  2 | 15 || 0.58621 | 0.06897 | 0.51724 
  13578 | 18 |  2 | 15 || 0.62069 | 0.06897 | 0.51724 
  13579 | 19 |  2 | 15 || 0.65517 | 0.06897 | 0.51724 
  13580 | 20 |  2 | 15 || 0.68966 | 0.06897 | 0.51724 
  13581 | 21 |  2 | 15 || 0.72414 | 0.06897 | 0.51724 
  13582 | 22 |  2 | 15 || 0.75862 | 0.06897 | 0.51724 
  13583 | 23 |  2 | 15 || 0.79310 | 0.06897 | 0.51724 
  13584 | 24 |  2 | 15 || 0.82759 | 0.06897 | 0.51724 
  13585 | 25 |  2 | 15 || 0.86207 | 0.06897 | 0.51724 
  13586 | 26 |  2 | 15 || 0.89655 | 0.06897 | 0.51724 
  13587 | 27 |  2 | 15 || 0.93103 | 0.06897 | 0.51724 
  13588 | 28 |  2 | 15 || 0.96552 | 0.06897 | 0.51724 
  13589 | 29 |  2 | 15 || 1.00000 | 0.06897 | 0.51724 
  13590 |  0 |  3 | 15 || 0.00000 | 0.10345 | 0.51724 
  13591 |  1 |  3 | 15 || 0.03448 | 0.10345 | 0.51724 
  13592 |  2 |  3 | 15 || 0.06897 | 0.10345 | 0.51724 
  13593 |  3 |  3 | 15 || 0.10345 | 0.10345 | 0.51724 
  13594 |  4 |  3 | 15 || 0.13793 | 0.10345 | 0.51724 
  13595 |  5 |  3 | 15 || 0.17241 | 0.10345 | 0.51724 
  13596 |  6 |  3 | 15 || 0.20690 | 0.10345 | 0.51724 
  13597 |  7 |  3 | 15 || 0.24138 | 0.10345 | 0.51724 
  13598 |  8 |  3 | 15 || 0.27586 | 0.10345 | 0.51724 
  13599 |  9 |  3 | 15 || 0.31034 | 0.10345 | 0.51724 
  13600 | 10 |  3 | 15 || 0.34483 | 0.10345 | 0.51724 
  13601 | 11 |  3 | 15 || 0.37931 | 0.10345 | 0.51724 
  13602 | 12 |  3 | 15 || 0.41379 | 0.10345 | 0.51724 
  13603 | 13 |  3 | 15 || 0.44828 | 0.10345 | 0.51724 
  13604 | 14 |  3 | 15 || 0.48276 | 0.10345 | 0.51724 
  13605 | 15 |  3 | 15 || 0.51724 | 0.10345 | 0.51724 
  13606 | 16 |  3 | 15 || 0.55172 | 0.10345 | 0.51724 
  13607 | 17 |  3 | 15 || 0.58621 | 0.10345 | 0.51724 
  13608 | 18 |  3 | 15 || 0.62069 | 0.10345 | 0.51724 
  13609 | 19 |  3 | 15 || 0.65517 | 0.10345 | 0.51724 
  13610 | 20 |  3 | 15 || 0.68966 | 0.10345 | 0.51724 
  13611 | 21 |  3 | 15 || 0.72414 | 0.10345 | 0.51724 
  13612 | 22 |  3 | 15 || 0.75862 | 0.10345 | 0.51724 
  13613 | 23 |  3 | 15 || 0.79310 | 0.10345 | 0.51724 
  13614 | 24 |  3 | 15 || 0.82759 | 0.10345 | 0.51724 
  13615 | 25 |  3 | 15 || 0.86207 | 0.10345 | 0.51724 
  13616 | 26 |  3 | 15 || 0.89655 | 0.10345 | 0.51724 
  13617 | 27 |  3 | 15 || 0.93103 | 0.10345 | 0.51724 
  13618 | 28 |  3 | 15 || 0.96552 | 0.10345 | 0.51724 
  13619 | 29 |  3 | 15 || 1.00000 | 0.10345 | 0.51724 
  13620 |  0 |  4 | 15 || 0.00000 | 0.13793 | 0.51724 
  13621 |  1 |  4 | 15 || 0.03448 | 0.13793 | 0.51724 
  13622 |  2 |  4 | 15 || 0.06897 | 0.13793 | 0.51724 
  13623 |  3 |  4 | 15 || 0.10345 | 0.13793 | 0.51724 
  13624 |  4 |  4 | 15 || 0.13793 | 0.13793 | 0.51724 
  13625 |  5 |  4 | 15 || 0.17241 | 0.13793 | 0.51724 
  13626 |  6 |  4 | 15 || 0.20690 | 0.13793 | 0.51724 
  13627 |  7 |  4 | 15 || 0.24138 | 0.13793 | 0.51724 
  13628 |  8 |  4 | 15 || 0.27586 | 0.13793 | 0.51724 
  13629 |  9 |  4 | 15 || 0.31034 | 0.13793 | 0.51724 
  13630 | 10 |  4 | 15 || 0.34483 | 0.13793 | 0.51724 
  13631 | 11 |  4 | 15 || 0.37931 | 0.13793 | 0.51724 
  13632 | 12 |  4 | 15 || 0.41379 | 0.13793 | 0.51724 
  13633 | 13 |  4 | 15 || 0.44828 | 0.13793 | 0.51724 
  13634 | 14 |  4 | 15 || 0.48276 | 0.13793 | 0.51724 
  13635 | 15 |  4 | 15 || 0.51724 | 0.13793 | 0.51724 
  13636 | 16 |  4 | 15 || 0.55172 | 0.13793 | 0.51724 
  13637 | 17 |  4 | 15 || 0.58621 | 0.13793 | 0.51724 
  13638 | 18 |  4 | 15 || 0.62069 | 0.13793 | 0.51724 
  13639 | 19 |  4 | 15 || 0.65517 | 0.13793 | 0.51724 
  13640 | 20 |  4 | 15 || 0.68966 | 0.13793 | 0.51724 
  13641 | 21 |  4 | 15 || 0.72414 | 0.13793 | 0.51724 
  13642 | 22 |  4 | 15 || 0.75862 | 0.13793 | 0.51724 
  13643 | 23 |  4 | 15 || 0.79310 | 0.13793 | 0.51724 
  13644 | 24 |  4 | 15 || 0.82759 | 0.13793 | 0.51724 
  13645 | 25 |  4 | 15 || 0.86207 | 0.13793 | 0.51724 
  13646 | 26 |  4 | 15 || 0.89655 | 0.13793 | 0.51724 
  13647 | 27 |  4 | 15 || 0.93103 | 0.13793 | 0.51724 
  13648 | 28 |  4 | 15 || 0.96552 | 0.13793 | 0.51724 
  13649 | 29 |  4 | 15 || 1.00000 | 0.13793 | 0.51724 
  13650 |  0 |  5 | 15 || 0.00000 | 0.17241 | 0.51724 
  13651 |  1 |  5 | 15 || 0.03448 | 0.17241 | 0.51724 
  13652 |  2 |  5 | 15 || 0.06897 | 0.17241 | 0.51724 
  13653 |  3 |  5 | 15 || 0.10345 | 0.17241 | 0.51724 
  13654 |  4 |  5 | 15 || 0.13793 | 0.17241 | 0.51724 
  13655 |  5 |  5 | 15 || 0.17241 | 0.17241 | 0.51724 
  13656 |  6 |  5 | 15 || 0.20690 | 0.17241 | 0.51724 
  13657 |  7 |  5 | 15 || 0.24138 | 0.17241 | 0.51724 
  13658 |  8 |  5 | 15 || 0.27586 | 0.17241 | 0.51724 
  13659 |  9 |  5 | 15 || 0.31034 | 0.17241 | 0.51724 
  13660 | 10 |  5 | 15 || 0.34483 | 0.17241 | 0.51724 
  13661 | 11 |  5 | 15 || 0.37931 | 0.17241 | 0.51724 
  13662 | 12 |  5 | 15 || 0.41379 | 0.17241 | 0.51724 
  13663 | 13 |  5 | 15 || 0.44828 | 0.17241 | 0.51724 
  13664 | 14 |  5 | 15 || 0.48276 | 0.17241 | 0.51724 
  13665 | 15 |  5 | 15 || 0.51724 | 0.17241 | 0.51724 
  13666 | 16 |  5 | 15 || 0.55172 | 0.17241 | 0.51724 
  13667 | 17 |  5 | 15 || 0.58621 | 0.17241 | 0.51724 
  13668 | 18 |  5 | 15 || 0.62069 | 0.17241 | 0.51724 
  13669 | 19 |  5 | 15 || 0.65517 | 0.17241 | 0.51724 
  13670 | 20 |  5 | 15 || 0.68966 | 0.17241 | 0.51724 
  13671 | 21 |  5 | 15 || 0.72414 | 0.17241 | 0.51724 
  13672 | 22 |  5 | 15 || 0.75862 | 0.17241 | 0.51724 
  13673 | 23 |  5 | 15 || 0.79310 | 0.17241 | 0.51724 
  13674 | 24 |  5 | 15 || 0.82759 | 0.17241 | 0.51724 
  13675 | 25 |  5 | 15 || 0.86207 | 0.17241 | 0.51724 
  13676 | 26 |  5 | 15 || 0.89655 | 0.17241 | 0.51724 
  13677 | 27 |  5 | 15 || 0.93103 | 0.17241 | 0.51724 
  13678 | 28 |  5 | 15 || 0.96552 | 0.17241 | 0.51724 
  13679 | 29 |  5 | 15 || 1.00000 | 0.17241 | 0.51724 
  13680 |  0 |  6 | 15 || 0.00000 | 0.20690 | 0.51724 
  13681 |  1 |  6 | 15 || 0.03448 | 0.20690 | 0.51724 
  13682 |  2 |  6 | 15 || 0.06897 | 0.20690 | 0.51724 
  13683 |  3 |  6 | 15 || 0.10345 | 0.20690 | 0.51724 
  13684 |  4 |  6 | 15 || 0.13793 | 0.20690 | 0.51724 
  13685 |  5 |  6 | 15 || 0.17241 | 0.20690 | 0.51724 
  13686 |  6 |  6 | 15 || 0.20690 | 0.20690 | 0.51724 
  13687 |  7 |  6 | 15 || 0.24138 | 0.20690 | 0.51724 
  13688 |  8 |  6 | 15 || 0.27586 | 0.20690 | 0.51724 
  13689 |  9 |  6 | 15 || 0.31034 | 0.20690 | 0.51724 
  13690 | 10 |  6 | 15 || 0.34483 | 0.20690 | 0.51724 
  13691 | 11 |  6 | 15 || 0.37931 | 0.20690 | 0.51724 
  13692 | 12 |  6 | 15 || 0.41379 | 0.20690 | 0.51724 
  13693 | 13 |  6 | 15 || 0.44828 | 0.20690 | 0.51724 
  13694 | 14 |  6 | 15 || 0.48276 | 0.20690 | 0.51724 
  13695 | 15 |  6 | 15 || 0.51724 | 0.20690 | 0.51724 
  13696 | 16 |  6 | 15 || 0.55172 | 0.20690 | 0.51724 
  13697 | 17 |  6 | 15 || 0.58621 | 0.20690 | 0.51724 
  13698 | 18 |  6 | 15 || 0.62069 | 0.20690 | 0.51724 
  13699 | 19 |  6 | 15 || 0.65517 | 0.20690 | 0.51724 
  13700 | 20 |  6 | 15 || 0.68966 | 0.20690 | 0.51724 
  13701 | 21 |  6 | 15 || 0.72414 | 0.20690 | 0.51724 
  13702 | 22 |  6 | 15 || 0.75862 | 0.20690 | 0.51724 
  13703 | 23 |  6 | 15 || 0.79310 | 0.20690 | 0.51724 
  13704 | 24 |  6 | 15 || 0.82759 | 0.20690 | 0.51724 
  13705 | 25 |  6 | 15 || 0.86207 | 0.20690 | 0.51724 
  13706 | 26 |  6 | 15 || 0.89655 | 0.20690 | 0.51724 
  13707 | 27 |  6 | 15 || 0.93103 | 0.20690 | 0.51724 
  13708 | 28 |  6 | 15 || 0.96552 | 0.20690 | 0.51724 
  13709 | 29 |  6 | 15 || 1.00000 | 0.20690 | 0.51724 
  13710 |  0 |  7 | 15 || 0.00000 | 0.24138 | 0.51724 
  13711 |  1 |  7 | 15 || 0.03448 | 0.24138 | 0.51724 
  13712 |  2 |  7 | 15 || 0.06897 | 0.24138 | 0.51724 
  13713 |  3 |  7 | 15 || 0.10345 | 0.24138 | 0.51724 
  13714 |  4 |  7 | 15 || 0.13793 | 0.24138 | 0.51724 
  13715 |  5 |  7 | 15 || 0.17241 | 0.24138 | 0.51724 
  13716 |  6 |  7 | 15 || 0.20690 | 0.24138 | 0.51724 
  13717 |  7 |  7 | 15 || 0.24138 | 0.24138 | 0.51724 
  13718 |  8 |  7 | 15 || 0.27586 | 0.24138 | 0.51724 
  13719 |  9 |  7 | 15 || 0.31034 | 0.24138 | 0.51724 
  13720 | 10 |  7 | 15 || 0.34483 | 0.24138 | 0.51724 
  13721 | 11 |  7 | 15 || 0.37931 | 0.24138 | 0.51724 
  13722 | 12 |  7 | 15 || 0.41379 | 0.24138 | 0.51724 
  13723 | 13 |  7 | 15 || 0.44828 | 0.24138 | 0.51724 
  13724 | 14 |  7 | 15 || 0.48276 | 0.24138 | 0.51724 
  13725 | 15 |  7 | 15 || 0.51724 | 0.24138 | 0.51724 
  13726 | 16 |  7 | 15 || 0.55172 | 0.24138 | 0.51724 
  13727 | 17 |  7 | 15 || 0.58621 | 0.24138 | 0.51724 
  13728 | 18 |  7 | 15 || 0.62069 | 0.24138 | 0.51724 
  13729 | 19 |  7 | 15 || 0.65517 | 0.24138 | 0.51724 
  13730 | 20 |  7 | 15 || 0.68966 | 0.24138 | 0.51724 
  13731 | 21 |  7 | 15 || 0.72414 | 0.24138 | 0.51724 
  13732 | 22 |  7 | 15 || 0.75862 | 0.24138 | 0.51724 
  13733 | 23 |  7 | 15 || 0.79310 | 0.24138 | 0.51724 
  13734 | 24 |  7 | 15 || 0.82759 | 0.24138 | 0.51724 
  13735 | 25 |  7 | 15 || 0.86207 | 0.24138 | 0.51724 
  13736 | 26 |  7 | 15 || 0.89655 | 0.24138 | 0.51724 
  13737 | 27 |  7 | 15 || 0.93103 | 0.24138 | 0.51724 
  13738 | 28 |  7 | 15 || 0.96552 | 0.24138 | 0.51724 
  13739 | 29 |  7 | 15 || 1.00000 | 0.24138 | 0.51724 
  13740 |  0 |  8 | 15 || 0.00000 | 0.27586 | 0.51724 
  13741 |  1 |  8 | 15 || 0.03448 | 0.27586 | 0.51724 
  13742 |  2 |  8 | 15 || 0.06897 | 0.27586 | 0.51724 
  13743 |  3 |  8 | 15 || 0.10345 | 0.27586 | 0.51724 
  13744 |  4 |  8 | 15 || 0.13793 | 0.27586 | 0.51724 
  13745 |  5 |  8 | 15 || 0.17241 | 0.27586 | 0.51724 
  13746 |  6 |  8 | 15 || 0.20690 | 0.27586 | 0.51724 
  13747 |  7 |  8 | 15 || 0.24138 | 0.27586 | 0.51724 
  13748 |  8 |  8 | 15 || 0.27586 | 0.27586 | 0.51724 
  13749 |  9 |  8 | 15 || 0.31034 | 0.27586 | 0.51724 
  13750 | 10 |  8 | 15 || 0.34483 | 0.27586 | 0.51724 
  13751 | 11 |  8 | 15 || 0.37931 | 0.27586 | 0.51724 
  13752 | 12 |  8 | 15 || 0.41379 | 0.27586 | 0.51724 
  13753 | 13 |  8 | 15 || 0.44828 | 0.27586 | 0.51724 
  13754 | 14 |  8 | 15 || 0.48276 | 0.27586 | 0.51724 
  13755 | 15 |  8 | 15 || 0.51724 | 0.27586 | 0.51724 
  13756 | 16 |  8 | 15 || 0.55172 | 0.27586 | 0.51724 
  13757 | 17 |  8 | 15 || 0.58621 | 0.27586 | 0.51724 
  13758 | 18 |  8 | 15 || 0.62069 | 0.27586 | 0.51724 
  13759 | 19 |  8 | 15 || 0.65517 | 0.27586 | 0.51724 
  13760 | 20 |  8 | 15 || 0.68966 | 0.27586 | 0.51724 
  13761 | 21 |  8 | 15 || 0.72414 | 0.27586 | 0.51724 
  13762 | 22 |  8 | 15 || 0.75862 | 0.27586 | 0.51724 
  13763 | 23 |  8 | 15 || 0.79310 | 0.27586 | 0.51724 
  13764 | 24 |  8 | 15 || 0.82759 | 0.27586 | 0.51724 
  13765 | 25 |  8 | 15 || 0.86207 | 0.27586 | 0.51724 
  13766 | 26 |  8 | 15 || 0.89655 | 0.27586 | 0.51724 
  13767 | 27 |  8 | 15 || 0.93103 | 0.27586 | 0.51724 
  13768 | 28 |  8 | 15 || 0.96552 | 0.27586 | 0.51724 
  13769 | 29 |  8 | 15 || 1.00000 | 0.27586 | 0.51724 
  13770 |  0 |  9 | 15 || 0.00000 | 0.31034 | 0.51724 
  13771 |  1 |  9 | 15 || 0.03448 | 0.31034 | 0.51724 
  13772 |  2 |  9 | 15 || 0.06897 | 0.31034 | 0.51724 
  13773 |  3 |  9 | 15 || 0.10345 | 0.31034 | 0.51724 
  13774 |  4 |  9 | 15 || 0.13793 | 0.31034 | 0.51724 
  13775 |  5 |  9 | 15 || 0.17241 | 0.31034 | 0.51724 
  13776 |  6 |  9 | 15 || 0.20690 | 0.31034 | 0.51724 
  13777 |  7 |  9 | 15 || 0.24138 | 0.31034 | 0.51724 
  13778 |  8 |  9 | 15 || 0.27586 | 0.31034 | 0.51724 
  13779 |  9 |  9 | 15 || 0.31034 | 0.31034 | 0.51724 
  13780 | 10 |  9 | 15 || 0.34483 | 0.31034 | 0.51724 
  13781 | 11 |  9 | 15 || 0.37931 | 0.31034 | 0.51724 
  13782 | 12 |  9 | 15 || 0.41379 | 0.31034 | 0.51724 
  13783 | 13 |  9 | 15 || 0.44828 | 0.31034 | 0.51724 
  13784 | 14 |  9 | 15 || 0.48276 | 0.31034 | 0.51724 
  13785 | 15 |  9 | 15 || 0.51724 | 0.31034 | 0.51724 
  13786 | 16 |  9 | 15 || 0.55172 | 0.31034 | 0.51724 
  13787 | 17 |  9 | 15 || 0.58621 | 0.31034 | 0.51724 
  13788 | 18 |  9 | 15 || 0.62069 | 0.31034 | 0.51724 
  13789 | 19 |  9 | 15 || 0.65517 | 0.31034 | 0.51724 
  13790 | 20 |  9 | 15 || 0.68966 | 0.31034 | 0.51724 
  13791 | 21 |  9 | 15 || 0.72414 | 0.31034 | 0.51724 
  13792 | 22 |  9 | 15 || 0.75862 | 0.31034 | 0.51724 
  13793 | 23 |  9 | 15 || 0.79310 | 0.31034 | 0.51724 
  13794 | 24 |  9 | 15 || 0.82759 | 0.31034 | 0.51724 
  13795 | 25 |  9 | 15 || 0.86207 | 0.31034 | 0.51724 
  13796 | 26 |  9 | 15 || 0.89655 | 0.31034 | 0.51724 
  13797 | 27 |  9 | 15 || 0.93103 | 0.31034 | 0.51724 
  13798 | 28 |  9 | 15 || 0.96552 | 0.31034 | 0.51724 
  13799 | 29 |  9 | 15 || 1.00000 | 0.31034 | 0.51724 
  13800 |  0 | 10 | 15 || 0.00000 | 0.34483 | 0.51724 
  13801 |  1 | 10 | 15 || 0.03448 | 0.34483 | 0.51724 
  13802 |  2 | 10 | 15 || 0.06897 | 0.34483 | 0.51724 
  13803 |  3 | 10 | 15 || 0.10345 | 0.34483 | 0.51724 
  13804 |  4 | 10 | 15 || 0.13793 | 0.34483 | 0.51724 
  13805 |  5 | 10 | 15 || 0.17241 | 0.34483 | 0.51724 
  13806 |  6 | 10 | 15 || 0.20690 | 0.34483 | 0.51724 
  13807 |  7 | 10 | 15 || 0.24138 | 0.34483 | 0.51724 
  13808 |  8 | 10 | 15 || 0.27586 | 0.34483 | 0.51724 
  13809 |  9 | 10 | 15 || 0.31034 | 0.34483 | 0.51724 
  13810 | 10 | 10 | 15 || 0.34483 | 0.34483 | 0.51724 
  13811 | 11 | 10 | 15 || 0.37931 | 0.34483 | 0.51724 
  13812 | 12 | 10 | 15 || 0.41379 | 0.34483 | 0.51724 
  13813 | 13 | 10 | 15 || 0.44828 | 0.34483 | 0.51724 
  13814 | 14 | 10 | 15 || 0.48276 | 0.34483 | 0.51724 
  13815 | 15 | 10 | 15 || 0.51724 | 0.34483 | 0.51724 
  13816 | 16 | 10 | 15 || 0.55172 | 0.34483 | 0.51724 
  13817 | 17 | 10 | 15 || 0.58621 | 0.34483 | 0.51724 
  13818 | 18 | 10 | 15 || 0.62069 | 0.34483 | 0.51724 
  13819 | 19 | 10 | 15 || 0.65517 | 0.34483 | 0.51724 
  13820 | 20 | 10 | 15 || 0.68966 | 0.34483 | 0.51724 
  13821 | 21 | 10 | 15 || 0.72414 | 0.34483 | 0.51724 
  13822 | 22 | 10 | 15 || 0.75862 | 0.34483 | 0.51724 
  13823 | 23 | 10 | 15 || 0.79310 | 0.34483 | 0.51724 
  13824 | 24 | 10 | 15 || 0.82759 | 0.34483 | 0.51724 
  13825 | 25 | 10 | 15 || 0.86207 | 0.34483 | 0.51724 
  13826 | 26 | 10 | 15 || 0.89655 | 0.34483 | 0.51724 
  13827 | 27 | 10 | 15 || 0.93103 | 0.34483 | 0.51724 
  13828 | 28 | 10 | 15 || 0.96552 | 0.34483 | 0.51724 
  13829 | 29 | 10 | 15 || 1.00000 | 0.34483 | 0.51724 
  13830 |  0 | 11 | 15 || 0.00000 | 0.37931 | 0.51724 
  13831 |  1 | 11 | 15 || 0.03448 | 0.37931 | 0.51724 
  13832 |  2 | 11 | 15 || 0.06897 | 0.37931 | 0.51724 
  13833 |  3 | 11 | 15 || 0.10345 | 0.37931 | 0.51724 
  13834 |  4 | 11 | 15 || 0.13793 | 0.37931 | 0.51724 
  13835 |  5 | 11 | 15 || 0.17241 | 0.37931 | 0.51724 
  13836 |  6 | 11 | 15 || 0.20690 | 0.37931 | 0.51724 
  13837 |  7 | 11 | 15 || 0.24138 | 0.37931 | 0.51724 
  13838 |  8 | 11 | 15 || 0.27586 | 0.37931 | 0.51724 
  13839 |  9 | 11 | 15 || 0.31034 | 0.37931 | 0.51724 
  13840 | 10 | 11 | 15 || 0.34483 | 0.37931 | 0.51724 
  13841 | 11 | 11 | 15 || 0.37931 | 0.37931 | 0.51724 
  13842 | 12 | 11 | 15 || 0.41379 | 0.37931 | 0.51724 
  13843 | 13 | 11 | 15 || 0.44828 | 0.37931 | 0.51724 
  13844 | 14 | 11 | 15 || 0.48276 | 0.37931 | 0.51724 
  13845 | 15 | 11 | 15 || 0.51724 | 0.37931 | 0.51724 
  13846 | 16 | 11 | 15 || 0.55172 | 0.37931 | 0.51724 
  13847 | 17 | 11 | 15 || 0.58621 | 0.37931 | 0.51724 
  13848 | 18 | 11 | 15 || 0.62069 | 0.37931 | 0.51724 
  13849 | 19 | 11 | 15 || 0.65517 | 0.37931 | 0.51724 
  13850 | 20 | 11 | 15 || 0.68966 | 0.37931 | 0.51724 
  13851 | 21 | 11 | 15 || 0.72414 | 0.37931 | 0.51724 
  13852 | 22 | 11 | 15 || 0.75862 | 0.37931 | 0.51724 
  13853 | 23 | 11 | 15 || 0.79310 | 0.37931 | 0.51724 
  13854 | 24 | 11 | 15 || 0.82759 | 0.37931 | 0.51724 
  13855 | 25 | 11 | 15 || 0.86207 | 0.37931 | 0.51724 
  13856 | 26 | 11 | 15 || 0.89655 | 0.37931 | 0.51724 
  13857 | 27 | 11 | 15 || 0.93103 | 0.37931 | 0.51724 
  13858 | 28 | 11 | 15 || 0.96552 | 0.37931 | 0.51724 
  13859 | 29 | 11 | 15 || 1.00000 | 0.37931 | 0.51724 
  13860 |  0 | 12 | 15 || 0.00000 | 0.41379 | 0.51724 
  13861 |  1 | 12 | 15 || 0.03448 | 0.41379 | 0.51724 
  13862 |  2 | 12 | 15 || 0.06897 | 0.41379 | 0.51724 
  13863 |  3 | 12 | 15 || 0.10345 | 0.41379 | 0.51724 
  13864 |  4 | 12 | 15 || 0.13793 | 0.41379 | 0.51724 
  13865 |  5 | 12 | 15 || 0.17241 | 0.41379 | 0.51724 
